,EMP_ID,EMPName,certificate_name,certificate_status,skill_table,skill_proficiency,tech_stack
68,EMP_69,Hadlee Broske,"Adobe XD,Xcode,Android Studio,UI/UX Design Principles,Adobe XD","Rejected,Approved,Approved,Approved,Approved","Adobe XD,Xcode,Android Studio,UI/UX Design Principles,Adobe XD","Advanced,Beginner,Advanced,Advanced,Beginner","JavaScript,Containerization,Ruby,MongoDB,Troubleshooting,Data Science,Artificial Intelligence,Azure,Node.js,.NET,Interaction Design,Agile Methodologies"
69,EMP_70,Bernhard Gellion,"Spring Framework,Blockchain Development (Solidity,RESTful APIs,Analytical Skills,Spring Framework","Rejected,Rejected,Rejected,Rejected,Approved","Spring Framework,Blockchain Development (Solidity,RESTful APIs,Analytical Skills,Spring Framework","Intermediate,Intermediate,Advanced,Intermediate,Beginner","Objective-C,Network Security,Java,Objective-C,Continuous Deployment,Network Security,MongoDB,Interaction Design,Data Analysis,Google Cloud Platform,PHP,Continuous Integration"
70,EMP_71,Carlyle Densey,"UI/UX Design Principles,Decision-Making Skills,Java,RESTful APIs,Android Studio","Rejected,Approved,Rejected,Rejected,Rejected","UI/UX Design Principles,Decision-Making Skills,Java,RESTful APIs,Android Studio","Beginner,Intermediate,Intermediate,Intermediate,Advanced","User Stories,Python,RESTful API,Statistical Analysis,Kotlin,Test-Driven Development,Responsive Design,JavaScript,HTML,Scrum,Angular,RESTful API"
71,EMP_72,Torey Gosson,"Google Cloud Platform,Leadership Abilities,TensorFlow,Spark),Adobe XD","Rejected,Approved,Approved,Approved,Approved","Google Cloud Platform,Leadership Abilities,TensorFlow,Spark),Adobe XD","Advanced,Advanced,Intermediate,Intermediate,Advanced","CI/CD,Agile Product Management,Microservices,Ruby,Data Analysis,Technical Writing,Agile Methodologies,Network Security,Java,Documentation,Containerization,Continuous Integration"
72,EMP_73,Wes Thomel,"Django,Leadership Abilities,Hibernate,Arduino,Analytical Skills","Rejected,Rejected,Approved,Approved,Approved","Django,Leadership Abilities,Hibernate,Arduino,Analytical Skills","Intermediate,Beginner,Intermediate,Advanced,Advanced","Data Science,Business Analysis,Artificial Intelligence,Technical Writing,Support,Statistical Analysis,Requirements Analysis,Statistical Analysis,Objective-C,Python,JavaScript,Cryptography"
73,EMP_74,Minna Collar,"Technical Proficiency (specific to the employee's field),Ethereum),Express.js,Express.js,Figma","Rejected,Rejected,Approved,Approved,Approved","Technical Proficiency (specific to the employee's field),Ethereum),Express.js,Express.js,Figma","Beginner,Intermediate,Advanced,Beginner,Intermediate","Git,Continuous Deployment,Machine Learning,.NET,Flask,CI/CD,Machine Learning,Penetration Testing,Network Security,Collaboration,Responsive Design,Node.js"
74,EMP_75,Bearnard Batting,"Figma,SQL,React.js,Networking Abilities,Adobe XD","Rejected,Rejected,Approved,Approved,Approved","Figma,SQL,React.js,Networking Abilities,Adobe XD","Intermediate,Advanced,Beginner,Advanced,Beginner","Communication,Flask,CI/CD,Communication,PostgreSQL,NoSQL,NoSQL,Google Cloud Platform,Requirements Analysis,Java,Continuous Deployment,Accessibility"
75,EMP_76,Chelsy Rousell,"Firebase,Decision-Making Skills,Raspberry Pi,Leadership Abilities,Research Skills","Rejected,Approved,Approved,Approved,Approved","Firebase,Decision-Making Skills,Raspberry Pi,Leadership Abilities,Research Skills","Advanced,Beginner,Beginner,Advanced,Advanced","Cybersecurity,Azure,Prototyping,MongoDB,PostgreSQL,CI/CD,GraphQL,Accessibility,Documentation,Objective-C,Business Analysis,Angular"
76,EMP_77,Fernandina Landis,"Angular,Problem-Solving Skills,Python,Figma,Spring Framework","Rejected,Rejected,Approved,Rejected,Approved","Angular,Problem-Solving Skills,Python,Figma,Spring Framework","Intermediate,Advanced,Beginner,Advanced,Intermediate","Python,Docker,AWS,Vue.js,Kotlin,Network Security,Docker,PostgreSQL,Interaction Design,Wireframing,Kubernetes,Agile Methodologies"
77,EMP_78,Marji Beaten,"Adaptability,Computer Vision,Oracle,TensorFlow,Azure","Approved,Rejected,Approved,Rejected,Approved","Adaptability,Computer Vision,Oracle,TensorFlow,Azure","Advanced,Beginner,Intermediate,Intermediate,Advanced","Scrum,JavaScript,Information Security,Microservices,User Stories,Data Visualization,Documentation,UI/UX Design,Penetration Testing,C#,Wireframing,Problem Solving"
78,EMP_79,Patrick Guerri,"Teamwork and Collaboration,Swift,Swift,RESTful APIs,HTML/CSS","Approved,Approved,Approved,Approved,Rejected","Teamwork and Collaboration,Swift,Swift,RESTful APIs,HTML/CSS","Advanced,Intermediate,Beginner,Beginner,Intermediate","Ruby,Test-Driven Development,Interaction Design,Cybersecurity,Prototyping,C#,Leadership,Angular,HTML,.NET,User Stories,UI/UX Design"
79,EMP_80,Keir Ballinghall,"Natural Language Processing (NLP),JavaScript,Google Cloud Platform,Teamwork and Collaboration,Spark)","Approved,Approved,Rejected,Rejected,Rejected","Natural Language Processing (NLP),JavaScript,Google Cloud Platform,Teamwork and Collaboration,Spark)","Advanced,Beginner,Advanced,Beginner,Intermediate","Containerization,Continuous Integration,Django,Business Analysis,Data Analysis,Support,Cybersecurity,Behavior-Driven Development,Interaction Design,Technical Writing,GraphQL,Documentation"
80,EMP_81,Kit Legh,"Xcode,Scikit-learn,Node.js,Kotlin,IoT Development","Approved,Approved,Approved,Rejected,Rejected","Xcode,Scikit-learn,Node.js,Kotlin,IoT Development","Intermediate,Intermediate,Advanced,Beginner,Advanced","Scrum,NoSQL,C#,Cryptography,User Stories,Prototyping,User Stories,Django,Prototyping,.NET,Docker,User Research"
81,EMP_82,Nicola Assante,"PyTorch,Networking Abilities,Kotlin,Problem-Solving Skills,Time Management","Rejected,Approved,Rejected,Approved,Rejected","PyTorch,Networking Abilities,Kotlin,Problem-Solving Skills,Time Management","Beginner,Intermediate,Beginner,Beginner,Beginner","Angular,Prototyping,Problem Solving,Continuous Deployment,Problem Solving,Prototyping,Support,GraphQL,Statistical Analysis,Information Security,Scrum,Azure"
82,EMP_83,Katherina Gillyatt,"Docker,HTML/CSS,Decision-Making Skills,Natural Language Processing (NLP),Angular","Approved,Approved,Rejected,Rejected,Rejected","Docker,HTML/CSS,Decision-Making Skills,Natural Language Processing (NLP),Angular","Beginner,Advanced,Advanced,Beginner,Advanced","Troubleshooting,Swift,HTML,Continuous Integration,Prototyping,React,NoSQL,Documentation,Swift,Requirements Analysis,Communication,MongoDB"
83,EMP_84,Hector Broinlich,"Communication Skills,Azure,Research Skills,Jenkins,Selenium","Rejected,Rejected,Approved,Approved,Rejected","Communication Skills,Azure,Research Skills,Jenkins,Selenium","Intermediate,Intermediate,Intermediate,Advanced,Intermediate","User Stories,Test-Driven Development,Data Science,Wireframing,Troubleshooting,Machine Learning,Git,Prototyping,Kubernetes,React,Flask,Business Analysis"
84,EMP_85,Hubie Burcher,"Adobe XD,PyTorch,Selenium,Computer Vision,Computer Vision","Approved,Approved,Approved,Approved,Rejected","Adobe XD,PyTorch,Selenium,Computer Vision,Computer Vision","Beginner,Intermediate,Beginner,Intermediate,Beginner","Machine Learning,RESTful API,Problem Solving,User Stories,Accessibility,Node.js,JavaScript,Kubernetes,Cybersecurity,Statistical Analysis,Containerization,Ruby"
85,EMP_86,Early Greer,"Analytical Skills,Blockchain Development (Solidity,Oracle,Arduino,React.js","Approved,Rejected,Rejected,Rejected,Rejected","Analytical Skills,Blockchain Development (Solidity,Oracle,Arduino,React.js","Beginner,Advanced,Intermediate,Beginner,Intermediate","NoSQL,SQL,Scrum,Agile Product Management,Containerization,Continuous Integration,GraphQL,Swift,Accessibility,Problem Solving,Requirements Analysis,CSS"
86,EMP_87,Garland Ridewood,"HTML/CSS,Google Cloud Platform,Ethereum),Google Cloud Platform,PostgreSQL","Approved,Rejected,Rejected,Rejected,Approved","HTML/CSS,Google Cloud Platform,Ethereum),Google Cloud Platform,PostgreSQL","Advanced,Intermediate,Beginner,Beginner,Advanced","Machine Learning,Documentation,Data Visualization,HTML,Java,DevOps,GraphQL,Statistical Analysis,.NET,Kotlin,Penetration Testing,Artificial Intelligence"
87,EMP_88,David Plom,"JavaScript,Jenkins,Python,GraphQL,Angular","Approved,Rejected,Approved,Approved,Rejected","JavaScript,Jenkins,Python,GraphQL,Angular","Beginner,Beginner,Intermediate,Intermediate,Advanced","Node.js,Python,User Stories,Cybersecurity,Information Security,Kubernetes,Accessibility,Support,Problem Solving,Behavior-Driven Development,Cryptography,JavaScript"
88,EMP_89,Tamra Butt,"Kubernetes,Research Skills,Git,SQL,Arduino","Rejected,Approved,Rejected,Approved,Rejected","Kubernetes,Research Skills,Git,SQL,Arduino","Intermediate,Advanced,Beginner,Intermediate,Intermediate","Kotlin,Statistical Analysis,Git,CSS,Test-Driven Development,Wireframing,Machine Learning,Prototyping,Kubernetes,Accessibility,Machine Learning,CSS"
89,EMP_90,Lazar Fragino,"Kubernetes,HTML/CSS,JavaScript,Computer Vision,Time Management","Approved,Rejected,Approved,Rejected,Rejected","Kubernetes,HTML/CSS,JavaScript,Computer Vision,Time Management","Intermediate,Intermediate,Advanced,Intermediate,Intermediate","Prototyping,Artificial Intelligence,Requirements Analysis,User Research,Information Security,Artificial Intelligence,Collaboration,AWS,Swift,Interaction Design,Swift,Behavior-Driven Development"
90,EMP_91,Chrotoem Menci,"Swift,Adobe XD,Kubernetes,PostgreSQL,AWS","Rejected,Rejected,Rejected,Rejected,Rejected","Swift,Adobe XD,Kubernetes,PostgreSQL,AWS","Intermediate,Beginner,Intermediate,Beginner,Beginner","DevOps,CSS,C#,Vue.js,User Research,Microservices,Cryptography,Containerization,NoSQL,Support,Data Visualization,Django"
91,EMP_92,Tessy Tivenan,"RESTful APIs,Python,Raspberry Pi,Spark),React.js","Rejected,Approved,Rejected,Approved,Rejected","RESTful APIs,Python,Raspberry Pi,Spark),React.js","Intermediate,Advanced,Advanced,Advanced,Intermediate","Troubleshooting,Technical Writing,CI/CD,Technical Writing,Node.js,Docker,Penetration Testing,Technical Writing,Product Management,CI/CD,UI/UX Design,Node.js"
92,EMP_93,Gwendolen Cowsby,"Kubernetes,Hibernate,RESTful APIs,Attention to Detail,Node.js","Rejected,Approved,Approved,Rejected,Rejected","Kubernetes,Hibernate,RESTful APIs,Attention to Detail,Node.js","Intermediate,Intermediate,Intermediate,Intermediate,Beginner","Documentation,Statistical Analysis,Problem Solving,HTML,Azure,Artificial Intelligence,HTML,Python,MySQL,Data Visualization,Continuous Integration,Responsive Design"
93,EMP_94,Dorothea Perrington,"React.js,Oracle,Angular,Creativity and Innovation,Kotlin","Approved,Approved,Approved,Approved,Approved","React.js,Oracle,Angular,Creativity and Innovation,Kotlin","Intermediate,Advanced,Beginner,Advanced,Intermediate","Documentation,Data Visualization,Information Security,Artificial Intelligence,Swift,Statistical Analysis,Technical Writing,C#,Flask,CI/CD,Continuous Integration,Objective-C"
94,EMP_95,Barr Branche,"GraphQL,SQL,Figma,Leadership Abilities,Python","Rejected,Approved,Approved,Approved,Rejected","GraphQL,SQL,Figma,Leadership Abilities,Python","Beginner,Beginner,Intermediate,Advanced,Intermediate","MySQL,Wireframing,Problem Solving,Java,Information Security,Google Cloud Platform,CI/CD,Ruby,Technical Writing,JavaScript,Data Analysis,Kotlin"
95,EMP_96,Mildred Ivanchikov,"MySQL,Raspberry Pi,Flask,Node.js,PyTorch","Rejected,Rejected,Rejected,Approved,Rejected","MySQL,Raspberry Pi,Flask,Node.js,PyTorch","Advanced,Advanced,Beginner,Beginner,Beginner","MongoDB,Support,Business Analysis,RESTful API,Interaction Design,UI/UX Design,Kotlin,Technical Writing,User Stories,Support,MongoDB,Business Analysis"
96,EMP_97,Kristan Peaple,"Hibernate,Swift,Git,JIRA,PyTorch","Approved,Rejected,Rejected,Approved,Approved","Hibernate,Swift,Git,JIRA,PyTorch","Intermediate,Beginner,Beginner,Beginner,Intermediate","Troubleshooting,User Research,C#,Product Management,Problem Solving,Objective-C,Google Cloud Platform,DevOps,Accessibility,MySQL,Machine Learning,Business Analysis"
97,EMP_98,Siobhan Staines,"Swift,MongoDB,Azure,Creativity and Innovation,UI/UX Design Principles","Approved,Approved,Rejected,Rejected,Rejected","Swift,MongoDB,Azure,Creativity and Innovation,UI/UX Design Principles","Advanced,Advanced,Intermediate,Advanced,Beginner","Kotlin,MongoDB,Agile Product Management,NoSQL,Microservices,Swift,Network Security,Django,Communication,Leadership,Test-Driven Development,Artificial Intelligence"
98,EMP_99,Gherardo Berriman,"TensorFlow,Selenium,Problem-Solving Skills,MongoDB,PostgreSQL","Approved,Approved,Rejected,Approved,Approved","TensorFlow,Selenium,Problem-Solving Skills,MongoDB,PostgreSQL","Advanced,Intermediate,Beginner,Intermediate,Beginner","Google Cloud Platform,User Stories,Troubleshooting,Prototyping,Machine Learning,Agile Methodologies,Requirements Analysis,Agile Methodologies,Continuous Deployment,Python,C#,Objective-C"
99,EMP_100,Hyacinthe Borel,"Decision-Making Skills,AWS,Firebase,PostgreSQL,AWS","Rejected,Rejected,Rejected,Rejected,Rejected","Decision-Making Skills,AWS,Firebase,PostgreSQL,AWS","Beginner,Intermediate,Beginner,Beginner,Beginner","Cybersecurity,Google Cloud Platform,Java,Agile Methodologies,User Research,Kotlin,Documentation,NoSQL,Information Security,Network Security,Azure,Penetration Testing"
100,EMP_101,Orsa Langsbury,"Xcode,Arduino,Angular,Customer Service Skills,Figma","Rejected,Rejected,Approved,Rejected,Rejected","Xcode,Arduino,Angular,Customer Service Skills,Figma","Beginner,Intermediate,Intermediate,Beginner,Beginner","CI/CD,User Stories,Vue.js,User Stories,Kotlin,Java,Wireframing,PostgreSQL,Git,Support,DevOps,CI/CD"
101,EMP_102,Wynne Triggol,"Android Studio,Kotlin,Creativity and Innovation,Python,RESTful APIs","Approved,Approved,Rejected,Approved,Approved","Android Studio,Kotlin,Creativity and Innovation,Python,RESTful APIs","Intermediate,Intermediate,Intermediate,Beginner,Intermediate","Network Security,Ruby,Scrum,User Stories,NoSQL,Cryptography,GraphQL,HTML,RESTful API,MongoDB,Technical Writing,Collaboration"
102,EMP_103,Corena Dun,"Express.js,Big Data Technologies (Hadoop,Django,Technical Proficiency (specific to the employee's field),AWS","Approved,Rejected,Rejected,Rejected,Rejected","Express.js,Big Data Technologies (Hadoop,Django,Technical Proficiency (specific to the employee's field),AWS","Beginner,Intermediate,Intermediate,Advanced,Intermediate","Statistical Analysis,Objective-C,Test-Driven Development,Containerization,Artificial Intelligence,DevOps,Machine Learning,React,PHP,Vue.js,NoSQL,Git"
103,EMP_104,Levy Verey,"Django,Spring Framework,Creativity and Innovation,Git,Networking Abilities","Approved,Rejected,Approved,Approved,Approved","Django,Spring Framework,Creativity and Innovation,Git,Networking Abilities","Beginner,Intermediate,Intermediate,Advanced,Beginner","Kubernetes,Angular,.NET,Responsive Design,User Stories,Requirements Analysis,User Research,Swift,Python,Containerization,Support,Flask"
104,EMP_105,Lodovico Waren,"Spring Framework,Node.js,JIRA,IoT Development,Analytical Skills","Rejected,Rejected,Approved,Rejected,Rejected","Spring Framework,Node.js,JIRA,IoT Development,Analytical Skills","Intermediate,Intermediate,Beginner,Advanced,Advanced","Azure,Continuous Deployment,Django,Angular,Artificial Intelligence,Documentation,Django,Agile Methodologies,PHP,Agile Methodologies,Behavior-Driven Development,Business Analysis"
105,EMP_106,Clayson Belding,"Scikit-learn,IoT Development,Hibernate,Git,Java","Approved,Approved,Approved,Rejected,Approved","Scikit-learn,IoT Development,Hibernate,Git,Java","Advanced,Advanced,Intermediate,Intermediate,Advanced","Technical Writing,C#,MySQL,Technical Writing,Wireframing,Kubernetes,Swift,Vue.js,Kubernetes,Flask,Collaboration,Data Visualization"
106,EMP_107,Brandise Cund,"Swift,Networking Abilities,Leadership Abilities,Creativity and Innovation,Flask","Approved,Rejected,Approved,Rejected,Approved","Swift,Networking Abilities,Leadership Abilities,Creativity and Innovation,Flask","Beginner,Advanced,Intermediate,Intermediate,Advanced","Prototyping,User Stories,Data Visualization,Continuous Integration,MySQL,User Research,Agile Product Management,Django,Containerization,Flask,Data Analysis,User Research"
107,EMP_108,Bud Popescu,"Docker,PyTorch,Spring Framework,MySQL,Spark)","Rejected,Rejected,Rejected,Approved,Approved","Docker,PyTorch,Spring Framework,MySQL,Spark)","Beginner,Advanced,Advanced,Intermediate,Intermediate","Ruby,Test-Driven Development,Data Visualization,Kubernetes,Agile Product Management,Machine Learning,Business Analysis,Scrum,Accessibility,Prototyping,JavaScript,Data Visualization"
108,EMP_109,Jorrie Annand,"RESTful APIs,Ethereum),Django,Creativity and Innovation,HTML/CSS","Rejected,Approved,Approved,Approved,Approved","RESTful APIs,Ethereum),Django,Creativity and Innovation,HTML/CSS","Intermediate,Intermediate,Beginner,Advanced,Advanced","Responsive Design,Microservices,UI/UX Design,Technical Writing,Leadership,Git,Flask,CSS,Data Visualization,Kotlin,Network Security,Ruby"
